noise_inject,test_L1,variant_distance,reused_main_decoder
0.0,0.11162197440862656,6.753206253051758e-05,False
0.1,0.1127073273062706,0.00024396181106567383,True
0.25,0.10877648442983627,7.679065311094746e-05,False
0.5,0.12117051035165786,0.00016125042748171836,False
