split,with_cspec,L1
train,True,0.11949777467684312
train,False,0.11959041384133426
train,delta,9.263916449113452e-05
val,True,0.11855748593807221
val,False,0.11853744387626648
val,delta,-2.0042061805725098e-05
test,True,0.11703363955020904
test,False,0.11701342910528183
test,delta,-2.02104449272128e-05
