split,decoder,L1,stft,chart,smooth
train,graph,0.11028961193832484,4.197106578133323,0.0,0.3362507942047986
train,baseline,0.1161931377242912,3.7871447042985396,0.0,0.3364034037698399
val,graph,0.10725440979003906,4.465829277038575,0.0,0.343079948425293
val,baseline,0.10855183303356171,3.944188928604126,0.0,0.343079948425293
test,graph,0.1127073273062706,4.223530387878418,0.0,0.3415942668914795
test,baseline,0.11511343568563462,3.7874781131744384,0.0,0.3415942668914795
