round,centroid_mean_hz,centroid_std_hz,rolloff_mean_hz,clap_distance_to_round0
0,605.7867431640625,204.21209716796875,11.71875,0.0
1,1122.0714111328125,78.37359619140625,320.3125,0.07933461666107178
2,1300.3558349609375,52.95164108276367,470.3947448730469,0.08377969264984131
3,1535.6448974609375,67.1663818359375,584.2927856445312,0.09517300128936768
4,1373.0498046875,56.872188568115234,550.3700561523438,0.08135801553726196
